province,k,old_precision,tdmc_precision,improvement_precision,improvement_pct_precision,old_recall,tdmc_recall,improvement_recall,improvement_pct_recall,old_f1,tdmc_f1,improvement_f1,improvement_pct_f1,old_ndcg,tdmc_ndcg,improvement_ndcg,improvement_pct_ndcg,old_averageRating,tdmc_averageRating,improvement_averageRating,improvement_pct_averageRating,old_diversity,tdmc_diversity,improvement_diversity,improvement_pct_diversity,old_avgDistance,tdmc_avgDistance,improvement_avgDistance,improvement_pct_avgDistance,old_runtime,tdmc_runtime,improvement_runtime,improvement_pct_runtime
เชียงใหม่,1,1.0,1.0,0.0,0.0,0.0022271714922048997,0.0022271714922048997,0.0,0.0,0.0044444444444444444,0.0044444444444444444,0.0,0.0,0.8061960220451464,0.8061960220451464,0.0,0.0,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.648200000001452,32.5046999999995,-12.85649999999805,-65.43347482210635
เชียงใหม่,2,1.0,1.0,0.0,0.0,0.004454342984409799,0.004454342984409799,0.0,0.0,0.008869179600886918,0.008869179600886918,0.0,0.0,0.8544275702310179,0.8041005375227387,-0.05032703270827921,-5.8901461588689035,4.800000000000001,4.6,-0.20000000000000107,-4.166666666666688,0.0,0.6913933000758161,0.6913933000758161,0.0,49.78690067181496,7.825180351833296,41.961720319981666,84.2826521710695,2.5447000000003754,38.953700000000026,-36.40899999999965,-1430.777694816453
เชียงใหม่,3,1.0,1.0,0.0,0.0,0.0066815144766146995,0.0066815144766146995,0.0,0.0,0.013274336283185839,0.013274336283185839,0.0,0.0,0.829935840759017,0.800441943550181,-0.029493897208836106,-3.5537562978196595,4.733333333333333,4.6000000000000005,-0.13333333333333286,-2.8169014084506943,0.0,0.5188643078323485,0.5188643078323485,0.0,41.19118893787461,6.422272693539625,34.76891624433498,84.40862509886318,1.406200000001263,32.83320000000094,-31.42699999999968,-2234.888351583804
เชียงใหม่,4,1.0,1.0,0.0,0.0,0.008908685968819599,0.008908685968819599,0.0,0.0,0.017660044150110372,0.017660044150110372,0.0,0.0,0.825944523527131,0.7831612353877565,-0.04278328813937449,-5.179922733390352,4.7250000000000005,4.575,-0.15000000000000036,-3.174603174603182,0.0,0.40363209115304577,0.40363209115304577,0.0,40.0173068189513,16.59698188011074,23.420324938840558,58.525490095573396,4.625700000000506,41.4362000000001,-36.81049999999959,-795.782259982177
เชียงใหม่,5,1.0,1.0,0.0,0.0,0.011135857461024499,0.011135857461024499,0.0,0.0,0.02202643171806167,0.02202643171806167,0.0,0.0,0.8233534198594347,0.7965869485696517,-0.026766471289782934,-3.250909104665234,4.720000000000001,4.62,-0.10000000000000053,-2.1186440677966214,0.0,0.32869921703395055,0.32869921703395055,0.0,34.78706381388423,17.788284167646726,16.998779646237505,48.86523259675898,1.9478999999992084,56.56660000000011,-54.6187000000009,-2803.978643668725
เชียงใหม่,6,1.0,1.0,0.0,0.0,0.013363028953229399,0.013363028953229399,0.0,0.0,0.026373626373626374,0.026373626373626374,0.0,0.0,0.8098048828824432,0.8020901155199299,-0.007714767362513308,-0.9526698993284826,4.683333333333334,4.633333333333334,-0.04999999999999982,-1.0676156583629854,0.0,0.2768127862507157,0.2768127862507157,0.0,38.202333350399606,16.684252043778155,21.51808130662145,56.32661520764507,2.195799999999508,61.41599999999926,-59.22019999999975,-2696.9760451777493
เชียงใหม่,7,1.0,1.0,0.0,0.0,0.015590200445434299,0.015590200445434299,0.0,0.0,0.030701754385964914,0.030701754385964914,0.0,0.0,0.7995294310624741,0.7906086777824305,-0.008920753280043603,-1.1157504568892533,4.6571428571428575,4.6,-0.05714285714285783,-1.2269938650306895,0.0,0.23892340081818886,0.23892340081818886,0.0,41.10325521522259,20.906452526339642,20.196802688882947,49.136747401463865,3.013999999999214,57.707900000001246,-54.69390000000203,-1814.6615792971563
เชียงใหม่,8,1.0,0.875,-0.125,-12.5,0.017817371937639197,0.015590200445434299,-0.0022271714922048984,-12.499999999999993,0.0350109409190372,0.03063457330415755,-0.004376367614879646,-12.499999999999991,0.7955810240662,0.6945232007832135,-0.10105782328298651,-12.702392368093676,4.65,4.5125,-0.13750000000000018,-2.9569892473118315,0.0,0.24883476167236662,0.24883476167236662,0.0,53.52024577469095,19.034060026304637,34.48618574838631,64.43577612398484,1.9310999999997875,48.25920000000042,-46.32810000000063,-2399.052353581157
เชียงใหม่,9,1.0,0.8888888888888888,-0.11111111111111116,-11.111111111111116,0.0200445434298441,0.017817371937639197,-0.002227171492204902,-11.11111111111112,0.039301310043668124,0.034934497816593885,-0.004366812227074239,-11.11111111111112,0.7886524493680869,0.6947450492483045,-0.09390740011978238,-11.90732371338304,4.633333333333334,4.511111111111111,-0.12222222222222268,-2.6378896882494103,0.0,0.22266878803666035,0.22266878803666035,0.0,65.63326018318713,21.163897289455058,44.469362893732075,67.7543104968653,1.5614000000005035,51.80409999999938,-50.24269999999888,-3217.7981298823283
เชียงใหม่,10,1.0,0.9,-0.09999999999999998,-9.999999999999998,0.022271714922048998,0.0200445434298441,-0.0022271714922048984,-9.999999999999993,0.04357298474945533,0.0392156862745098,-0.00435729847494553,-9.999999999999993,0.7935972049864216,0.6873177481764355,-0.10627945680998607,-13.39211581671391,4.65,4.49,-0.16000000000000014,-3.440860215053766,0.0,0.2839783639234751,0.2839783639234751,0.0,60.16527835244163,22.379377486789856,37.785900865651776,62.80350045803178,2.7835999999988417,71.37879999999859,-68.59519999999975,-2464.2621066255315
